genome	true_class	top_class	top_p	0	1	2
Memnoniella_echinata	1	1.0	1.0	3.2348284208592786e-17	1.0	1.3388188127572143e-12
Ochroconis_constricta	2	2.0	1.0	1.1864897085656079e-12	1.806764983393501e-14	1.0
Gomphus_bonarii	0	0.0	1.0	1.0	2.0440159769052257e-22	7.116532740469494e-24
Metschnikowia_bowlesiae	2	2.0	1.0	3.272649169873122e-16	7.268226666546805e-16	1.0
Encephalitozoon_hellem	0	0.0	1.0	1.0	3.56758979996874e-12	5.581100751203075e-17
Anaeromyces_robustus	0	0.0	1.0	1.0	1.1145087206161e-40	3.611448564746015e-34
Falciphora_oryzae	1	1.0	1.0	8.189585484373249e-15	1.0	3.208675285996067e-17
Microcyclosporella_mali	2	2.0	1.0	4.622851407232176e-11	2.1853543280547783e-12	1.0
Aspergillus_nidulans	2	2.0	1.0	3.159466232475344e-13	4.925238819217248e-13	1.0
Hydnomerulius_pinastri	0	0.0	1.0	1.0	5.3487227085912035e-21	8.185311017308225e-14
Ceratocystis_cacaofunesta	1	1.0	1.0	5.304761215245035e-17	1.0	5.69565790744294e-15
Coniochaeta_hoffmannii	1	1.0	1.0	7.735570742447261e-16	1.0	2.026488872541865e-11
Lecanosticta_acicola	2	2.0	1.0	8.505714230765754e-25	1.7158971099328962e-15	1.0
Marssonina_coronariae	1	1.0	1.0	6.601741181969455e-29	1.0	8.544281073666469e-18
Helminthosporium_solani	2	2.0	1.0	1.0404832784206494e-13	7.266848120425148e-14	1.0
Neurospora_crassa	1	1.0	1.0	2.203599093325017e-16	1.0	1.2401213389523491e-09
Saccharomyces_kudriavzevii	2	2.0	1.0	3.8878960509738155e-15	1.8136630389999175e-22	1.0
Trichophyton_tonsurans	2	2.0	1.0	9.021804996667819e-18	8.031787457341011e-10	1.0
Sporopachydermia_lactativora	2	2.0	1.0	1.7509874661314484e-09	7.915690325432934e-09	1.0
Pascua_guehoae	0	0.0	1.0	1.0	2.694966876494177e-16	3.37204764974702e-20
Kuraishia_molischiana	2	2.0	1.0	8.404684936118678e-20	1.3492915094823416e-15	1.0
Fusarium_fracticaudum	1	1.0	1.0	1.5516665452624438e-18	1.0	2.538013608955822e-14
Megacollybia_marginata	0	0.0	1.0	1.0	6.35387672293127e-20	3.16053742422176e-14
Microbotryum_silenesdioicae	0	0.0	1.0	1.0	8.22045987795166e-27	1.3214269842538721e-17
Gloeophyllum_trabeum	0	0.0	1.0	1.0	1.7070169016686527e-24	3.407566451772183e-14
Phlebopus_portentosus	0	0.0	1.0	1.0	7.704675876966071e-24	4.552074490190173e-15
Boletus_speciosus	0	0.0	1.0	1.0	2.3618871443842238e-26	8.389309716482849e-20
Erythrobasidium_yunnanense	0	0.0	1.0	1.0	8.64077830956568e-18	4.973371714456221e-10
Apiotrichum_montevideense	0	0.0	1.0	1.0	6.690311571456263e-17	1.4478924443502874e-16
Hirsutella_thompsonii	1	1.0	1.0	3.886629703630446e-18	1.0	3.867357067442208e-19
Apiotrichum_veenhuisii	0	0.0	1.0	1.0	4.191461488712572e-20	6.983337520927452e-23
Didymobotryum_rigidum	1	1.0	1.0	4.99703529694296e-15	1.0	8.63398796902004e-11
Madurella_mycetomatis	1	1.0	1.0	1.039249117535182e-14	1.0	5.098153010862916e-10
Meliniomyces_variabilis	1	1.0	1.0	2.0031505463023e-15	1.0	1.871782728812832e-09
Taphrina_populina	0	0.0	0.9999998807907104	0.9999998807907104	4.8980923483821215e-12	5.989844709120007e-08
Lipomyces_mesembrius	2	2.0	1.0	8.735467349474391e-10	3.911382329135904e-09	1.0
Metarhizium_acridum	1	1.0	1.0	8.428885118719843e-22	1.0	9.415867719351549e-17
Polyporus_brumalis	0	0.0	1.0	1.0	1.3161038626607802e-33	7.27310822330095e-16
Fusarium_graminearum	1	1.0	1.0	7.68657259695403e-14	1.0	1.0005281108824149e-12
Aspergillus_piperis	2	2.0	1.0	2.1914244724419163e-11	2.7553808193414575e-11	1.0
Lactifluus_pinguis	0	0.0	1.0	1.0	5.720120405902463e-19	6.338900762697605e-17
Quambalaria_eucalypti	0	0.0	1.0	1.0	2.789543929182514e-09	1.203572937555277e-16
Sporisorium_graminicola	0	0.0	1.0	1.0	2.8029671388632487e-21	1.4881006583228329e-12
Magnaporthe_sp._MG07	1	1.0	1.0	1.6911404459966917e-13	1.0	5.870881580362364e-14
Wallemia_ichthyophaga	0	0.0	1.0	1.0	2.2709755879605316e-15	2.0668924904931885e-10
Colletotrichum_orbiculare	1	1.0	1.0	2.46204449943706e-25	1.0	3.634157419440953e-10
Metschnikowia_similis	2	2.0	1.0	4.318125790103548e-16	1.5709479615592936e-15	1.0
Dipodascus_geniculatus	2	2.0	1.0	1.7188434280131366e-17	3.715595145185899e-21	1.0
Rachicladosporium_sp._CCFEE_5018	2	2.0	1.0	3.409000295592768e-12	1.0122393120779631e-15	1.0
Zymoseptoria_passerinii	2	2.0	1.0	6.86654736404436e-17	7.404895640415415e-20	1.0
Cyberlindnera_maclurae	2	2.0	1.0	1.3275708682536097e-17	3.5451093435295986e-20	1.0
Candida_fragi	2	2.0	1.0	1.5402391526335034e-16	7.638603506562965e-22	1.0
Metschnikowia_bicuspidata_var._bicuspidata	2	2.0	1.0	3.9270346641395785e-17	4.6129557951246625e-09	1.0
Wolfiporia_cocos	0	0.0	1.0	1.0	1.9176114061416803e-24	7.780714549217305e-13
Hericium_erinaceus	0	0.0	1.0	1.0	2.0847964234183995e-25	7.223756166266533e-15
Apophysomyces_variabilis	0	0.0	1.0	1.0	2.91666145808185e-20	5.838840522187638e-11
Magnaporthiopsis_poae	1	1.0	1.0	9.312926508252533e-15	1.0	1.8642055727773359e-19
Trichoderma_citrinoviride	1	1.0	1.0	1.5110724797946128e-21	1.0	6.255539423759435e-19
Wickerhamomyces_bovis	2	2.0	1.0	6.495204996718272e-28	2.3001116604488953e-31	1.0
Ophiocordyceps_polyrhachis-furcata	1	1.0	1.0	7.261911448306512e-30	1.0	3.2254743729793146e-18
Stachybotrys_chartarum	1	1.0	1.0	1.303253557362383e-19	1.0	8.568423206199716e-13
Spizellomyces_punctatus	0	0.0	1.0	1.0	2.010348903034621e-20	1.4148805460578728e-09
Puccinia_sorghi	0	0.0	1.0	1.0	9.177439624225014e-13	4.500629383064059e-11
Coprinus_comatus	0	0.0	1.0	1.0	1.0022460597179043e-14	1.3221180816813671e-09
Candida_intermedia	2	2.0	1.0	8.593967331520692e-18	6.6849610496169144e-15	1.0
Ambrosiozyma_kashinagacola	2	2.0	1.0	1.9617557074104408e-22	1.1836513526567226e-26	1.0
Hanseniaspora_singularis	2	2.0	1.0	3.855130624452752e-12	7.994122627871991e-19	1.0
Hanseniaspora_valbyensis	2	2.0	1.0	1.0818431195529522e-16	2.078936109446905e-32	1.0
Aureobasidium_subglaciale	2	2.0	0.9999998807907104	3.344357679679888e-09	6.048625778021233e-08	0.9999998807907104
Raffaelea_albimanens	1	1.0	1.0	1.9366932193129476e-19	1.0	5.284973760745913e-22
Ciborinia_camelliae	1	1.0	1.0	1.6242812852040422e-15	1.0	5.364963962857126e-15
Dothistroma_pini	2	2.0	1.0	5.055458886260057e-14	4.7491329445426e-12	1.0
Meyerozyma_caribbica	2	2.0	1.0	7.480857105493145e-24	2.504890819905982e-19	1.0
Lachancea_dasiensis	2	2.0	1.0	1.3916977904701545e-15	8.547296984767749e-14	1.0
Hypholoma_sublateritium	0	0.0	1.0	1.0	1.7587442799980553e-26	1.942152601935865e-12
Neolentinus_lepideus	0	0.0	1.0	1.0	1.6199023671272594e-20	2.0245792889395098e-12
Pleurotus_ostreatoroseus	0	0.0	1.0	1.0	5.707871488758256e-26	9.53862856756249e-12
Acremonium_furcatum	1	1.0	1.0	1.7974515157329383e-20	1.0	8.004323046954719e-17
Ophiognomonia_clavigignenti-juglandacearum	1	1.0	1.0	1.7934101198460034e-13	1.0	3.550165317278697e-08
Flammulina_velutipes	0	0.0	1.0	1.0	3.329146847909188e-24	2.156673819565802e-13
Ustilago_cynodontis	0	0.0	1.0	1.0	1.3314571248987839e-15	6.601125202010394e-10
Fusarium_poae	1	1.0	1.0	2.674067132614065e-15	1.0	7.307273709733497e-12
Phialophora_verrucosa	2	2.0	1.0	2.0884639503893077e-12	2.432274937014256e-10	1.0
Holtermannia_corniformis	0	0.0	1.0	1.0	1.985956215465648e-29	5.166295779310876e-20
Emmonsia_sp._CAC-2015a	2	2.0	1.0	2.853294857330102e-13	2.3129889930445513e-12	1.0
Rhizopus_stolonifer	0	0.0	1.0	1.0	5.0617009751273506e-18	8.738486822167102e-13
Ustilago_esculenta	0	0.0	1.0	1.0	3.618440068055161e-19	3.4806004107525157e-13
Leucosporidium_creatinivorum	0	0.0	1.0	1.0	3.6350180703401884e-17	1.440652374778797e-32
Oidiodendron_maius	1	1.0	1.0	6.601658853265361e-16	1.0	4.646141960051864e-08
Debaryomyces_hansenii	2	2.0	1.0	2.4594930406464616e-16	1.8688394202385356e-13	1.0
Xylaria_polymorpha	1	1.0	1.0	1.4417386491758477e-20	1.0	1.4353397485324104e-13
Kalmanozyma_brasiliensis	0	0.0	1.0	1.0	3.0359140028862174e-21	1.3400815179753778e-11
Pleurotus_platypus	0	0.0	1.0	1.0	6.58931046022944e-22	4.653014518823939e-12
Wickerhamomyces_alni	2	2.0	1.0	8.273426761373963e-22	1.7102610736524466e-26	1.0
Lentinus_polychrous	0	0.0	1.0	1.0	1.2830738806948577e-25	1.841263903498702e-12
Eurotiomycetes_sp._MA_6038	2	2.0	1.0	1.8090822961305993e-14	1.9311327147799707e-17	1.0
Clohesyomyces_aquaticus	2	2.0	1.0	6.788806018400871e-16	4.36068126052902e-10	1.0
Passalora_fulva	2	2.0	1.0	6.401488539020041e-35	8.267035361347377e-19	1.0
Termitomyces_sp._MG16	0	0.0	1.0	1.0	5.831635494597462e-16	1.0286124165967414e-13
Apiotrichum_domesticum	0	0.0	1.0	1.0	7.918315453839416e-17	6.780339262348574e-17
Mycosphaerella_sp._Ston1	2	2.0	1.0	7.515899100323962e-16	1.389774146459688e-12	1.0
Rhytidhysteron_rufulum	2	2.0	1.0	2.435824342228443e-08	1.38924693970921e-08	1.0
Trichoderma_hamatum	1	1.0	1.0	5.96325101841076e-19	1.0	2.901138313957108e-12
Tuber_melanosporum	2	2.0	1.0	5.1107535981032015e-09	1.2980944097407132e-10	1.0
Nakazawaea_holstii	2	2.0	1.0	9.893668524664426e-26	1.1974981726592846e-27	1.0
Batrachochytrium_salamandrivorans	0	0.0	1.0	1.0	6.894872542847238e-16	1.618816539150636e-11
Ceraceosorus_guamensis	0	0.0	1.0	1.0	1.5310097889576188e-35	2.4717988374997518e-21
Pseudogymnoascus_sp._BL549	1	1.0	1.0	4.5845424489045564e-14	1.0	2.4229401818232077e-10
Pyrrhoderma_noxium	0	0.0	1.0	1.0	1.3718516322924756e-09	1.798793683381833e-15
Ustilago_tritici	0	0.0	1.0	1.0	1.613838563742781e-21	6.63919399600428e-14
Solicoccozyma_phenolica	0	0.0	1.0	1.0	1.719040522370805e-24	2.893219172963782e-16
Umbilicaria_muehlenbergii	2	2.0	1.0	9.373504195053783e-10	2.920484132307166e-10	1.0
Malassezia_globosa	0	0.0	1.0	1.0	8.847541589323376e-26	8.833935532380797e-22
Hamiltosporidium_magnivora	0	0.0	1.0	1.0	1.0498537802994257e-11	8.157597241809531e-22
Trichoderma_harzianum	1	1.0	1.0	5.3987222223283394e-20	1.0	2.4044100857458645e-14
Ogataea_methanolica	2	2.0	1.0	2.9779013869913013e-19	1.4210336075853065e-20	1.0
Metschnikowia_dekortorum	2	2.0	1.0	9.472934578939337e-17	5.542553208215818e-16	1.0
Leucoagaricus_gongylophorus	0	0.0	1.0	1.0	1.8055166250974253e-08	7.916976969835066e-12
Clonostachys_rosea	1	1.0	1.0	6.538522605563802e-17	1.0	6.71408706409693e-10
Fusarium_meridionale	1	1.0	1.0	7.098078499750624e-14	1.0	8.321037001796094e-13
Austropuccinia_psidii	0	0.0	1.0	1.0	9.229871866800465e-10	4.810951637068683e-10
Fusarium_pininemorale	1	1.0	1.0	6.692623985877928e-20	1.0	4.757448216163819e-15
Auriculariopsis_ampla	0	0.0	1.0	1.0	1.2547707689088224e-35	1.5074188965381807e-18
Fusarium_verticillioides	1	1.0	1.0	2.18860120039741e-18	1.0	6.042842143555785e-14
Diversispora_epigaea	0	0.0	1.0	1.0	5.118106494172991e-10	6.879926434734699e-15
Omphalotus_olearius	0	0.0	1.0	1.0	1.4974533397911358e-24	3.886921437924046e-13
Fusarium_algeriense	1	1.0	1.0	3.3463746529043405e-16	1.0	1.8264273773938022e-11
Colletotrichum_nymphaeae	1	1.0	1.0	1.1171082444334764e-17	1.0	1.7656655895400067e-14
Venturia_carpophila	2	2.0	1.0	2.156526257556946e-20	1.9013877278206692e-11	1.0
Cercospora_canescens	2	2.0	1.0	8.039031307229428e-15	1.0967282651160905e-14	1.0
Rutstroemia_sp._NJR-2017a_BVV2	1	1.0	1.0	6.751710301955427e-11	1.0	2.3949887406615744e-08
Collybia_sp._MG36	0	0.0	1.0	1.0	8.995228077789751e-21	4.752290783116564e-10
Penicillium_polonicum	2	2.0	1.0	1.1864653072404634e-15	2.946165755801644e-09	1.0
Aspergillus_fumigatus	2	2.0	1.0	2.7072042524389772e-11	4.512211459507809e-13	1.0
Zymoseptoria_pseudotritici	2	2.0	1.0	1.1884456866338104e-21	1.3186158523011413e-19	1.0
Aspergillus_rambellii	2	2.0	1.0	4.2002830468280234e-19	3.0007300897555433e-12	1.0
Calocera_viscosa	0	0.0	1.0	1.0	1.8175657242107392e-26	9.854438059563996e-15
Byssochlamys_sp._BYSS01	2	2.0	1.0	3.882259513865449e-10	4.31924045141141e-11	1.0
Absidia_repens	0	0.0	1.0	1.0	2.650359710727948e-26	7.2090243574896495e-16
Moesziomyces_aphidis	0	0.0	1.0	1.0	1.7606543629594518e-22	1.6090524070534633e-18
Cystobasidium_pallidum	0	0.0	1.0	1.0	3.0866108072615156e-18	5.8693316873359436e-08
Lactarius_hatsudake	0	0.0	1.0	1.0	2.4797238174573136e-20	6.294137930171412e-15
Kluyveromyces_marxianus	2	2.0	1.0	2.1437822800626023e-18	7.688443486119339e-23	1.0
Myriosclerotinia_curreyana	1	1.0	1.0	1.8284349728725502e-11	1.0	7.5664292539801e-12
Tricholoma_bakamatsutake	0	0.0	1.0	1.0	1.0911261498247016e-25	5.2353883623808725e-23
Pneumocystis_jirovecii	0	0.0	1.0	1.0	3.1978775218267165e-22	1.3931712771267368e-12
Trichoderma_asperellum	1	1.0	1.0	2.7257538854207167e-18	1.0	5.787943041513088e-12
Rhinocladiella_mackenziei	2	2.0	1.0	3.8051042351716635e-12	1.701078514160237e-13	1.0
Cantharellus_lutescens	0	0.0	1.0	1.0	1.1413993957378311e-16	1.2331019538791566e-09
Lachancea_waltii	2	2.0	1.0	1.5910621141445626e-14	2.204526234413258e-14	1.0
Penicillium_coprophilum	2	2.0	1.0	1.7912710160647438e-12	6.408798491897016e-11	1.0
Colletotrichum_higginsianum	1	1.0	1.0	4.8447031436693173e-20	1.0	1.0227202932468814e-20
Colletotrichum_tofieldiae	1	1.0	1.0	6.7023905590691295e-18	1.0	4.8625455231602905e-15
Talaromyces_marneffei	2	2.0	1.0	1.1335776203347595e-13	2.048250111186256e-11	1.0
Penicillium_sp._HKF2	2	2.0	1.0	4.687091643626462e-13	7.811593039086517e-11	1.0
Metschnikowia_kipukae	2	2.0	1.0	7.997373912160625e-22	1.2601793553268937e-16	1.0
Trichoderma_gamsii	1	1.0	1.0	1.0135166940107043e-18	1.0	3.700208976026298e-12
Ceratobasidium_theobromae	0	0.0	1.0	1.0	2.226689102199919e-12	2.0164534104971654e-14
Blumeria_graminis	1	1.0	1.0	1.9017750929606336e-08	1.0	6.3748157863585675e-09
Penicillium_sclerotiorum	2	2.0	1.0	8.255498715192822e-12	3.4434114630846335e-13	1.0
Tolypocladium_capitatum	1	1.0	1.0	4.0479275275664634e-22	1.0	2.383498114903283e-21
Hericium_coralloides	0	0.0	1.0	1.0	5.131061787464496e-27	1.475628972312515e-14
Candida_orthopsilosis	2	2.0	1.0	2.4767679573933776e-10	3.6305355423371655e-13	1.0
Meira_nashicola	0	0.0	1.0	1.0	1.7611192116200273e-28	2.7061217156010287e-10
Huntiella_savannae	1	1.0	1.0	1.1949603361937483e-13	1.0	1.0162086283571625e-08
Stagonospora_sp._SRC1lsM3a	2	2.0	1.0	1.9287258457012513e-09	7.99054941137689e-13	1.0
Ogataea_populialbae	2	2.0	1.0	2.1447284866051713e-13	2.3907514862419978e-17	1.0
Spathaspora_gorwiae	2	2.0	1.0	4.73212426038152e-16	4.2280341085190496e-17	1.0
Kockovaella_imperatae	0	0.0	1.0	1.0	4.276303109191935e-26	8.145219592661963e-15
Ophiocordyceps_sp._camponoti-leonardi	1	1.0	1.0	1.2963056499970576e-36	1.0	1.16639190620333e-23
Punctularia_strigosozonata	0	0.0	1.0	1.0	1.475026862372266e-29	1.3229700668304645e-10
Diaporthe_ampelina	1	1.0	1.0	8.956212717378692e-17	1.0	9.50318122805438e-12
Yarrowia_deformans	2	2.0	1.0	3.035318081939654e-17	1.0333249880756235e-11	1.0
Aspergillus_japonicus	2	2.0	1.0	2.6735422903323425e-11	3.794204533891232e-12	1.0
Candida_arabinofermentans	2	2.0	1.0	4.8620480871387886e-21	1.0114974700198513e-24	1.0
Rutstroemia_sp._NJR-2017a_WRK4	1	1.0	1.0	6.000332869460223e-11	1.0	7.708762517211198e-09
Calocera_cornea	0	0.0	1.0	1.0	3.915756438806016e-24	8.25936067043627e-15
Fusarium_sp._FSSC_6	1	1.0	1.0	1.7062538838466867e-18	1.0	1.633538276674013e-17
Fragosphaeria_purpurea	1	1.0	1.0	7.077891744922127e-11	1.0	7.857977463165966e-11
Phycomyces_blakesleeanus	0	0.0	1.0	1.0	7.632343514791737e-14	3.3218423552903694e-15
Dactylonectria_macrodidyma	1	1.0	1.0	3.319769188798815e-20	1.0	2.632359865565974e-14
Suillus_alpinus	0	0.0	1.0	1.0	4.891515992564207e-21	5.028515039258441e-13
Suillus_placidus	0	0.0	1.0	1.0	1.8270452753960867e-21	2.9368082825228766e-16
Aspergillus_sp._Z5	2	2.0	1.0	6.546643788055487e-14	3.204023418107438e-12	1.0
Apiotrichum_porosum	0	0.0	1.0	1.0	1.4630639364951459e-12	6.95177579438167e-19
Yarrowia_keelungensis	2	2.0	1.0	1.009607003034374e-12	6.389444529020238e-10	1.0
Aspergillus_sclerotioniger	2	2.0	1.0	1.3755123342423792e-12	1.4759199418179492e-09	1.0
Malassezia_yamatoensis	0	0.0	1.0	1.0	1.2030172191970217e-24	3.1500960173680426e-10
Lasallia_hispanica	2	2.0	1.0	3.491759832663366e-12	8.918154409398582e-12	1.0
Sporisorium_reilianum	0	0.0	1.0	1.0	2.3203075494800678e-26	1.9890575648731903e-21
Tetrapisispora_blattae	2	2.0	1.0	4.8260142626946334e-14	4.4206180599762335e-13	1.0
Lasiodiplodia_theobromae	2	2.0	1.0	1.7836224164291536e-10	2.301925837444596e-11	1.0
Zygoascus_meyerae	2	2.0	1.0	2.694966876494177e-16	1.1668517172457038e-13	1.0
Melampsora_aecidioides	0	0.0	1.0	1.0	1.6953888540930935e-15	1.6056199703129437e-09
Aspergillus_sydowii	2	2.0	1.0	7.50464415003732e-15	1.618673619620259e-12	1.0
Rhizopogon_vinicolor	0	0.0	1.0	1.0	3.3412258419137214e-21	6.478671765730581e-14
Candida_heveicola	2	2.0	1.0	1.0687887559583717e-27	7.47801969903481e-20	1.0
Colletotrichum_sansevieriae	1	1.0	1.0	3.350506380255976e-20	1.0	1.7073432445613435e-08
Aspergillus_ochraceoroseus	2	2.0	1.0	7.603873290530192e-19	8.779354847276988e-12	1.0
Epichloe_aotearoae	1	1.0	1.0	4.441769149252371e-26	1.0	2.027202761523635e-16
Esteya_vermicola	1	1.0	1.0	1.9507981066628064e-17	1.0	6.331596096144272e-19
Brettanomyces_bruxellensis	2	2.0	1.0	2.6340755354681278e-08	1.6779687014856215e-11	1.0
Morchella_eximia	2	2.0	1.0	6.07349196976581e-12	4.050538997637555e-14	1.0
Pseudozyma_sp._F8B2	0	0.0	1.0	1.0	3.659701655302138e-24	1.2381211333956088e-10
Byssochlamys_spectabilis	2	2.0	1.0	8.013068053330189e-15	5.639427794646053e-14	1.0
Fusarium_sp._FIESC_28	1	1.0	1.0	6.821804727960004e-15	1.0	2.6853170728702302e-11
Ceratocystis_fimbriata	1	1.0	1.0	1.841563129745781e-15	1.0	3.1745434189364707e-13
Zymoseptoria_brevis	2	2.0	1.0	6.674174451916606e-25	4.0605207364499885e-20	1.0
Sphaerobolus_stellatus	0	0.0	1.0	1.0	3.395317677728528e-14	1.779719384017997e-12
Aureobasidium_namibiae	2	2.0	1.0	6.221275716811192e-10	1.2849302177819766e-10	1.0
Fusarium_sp._JS1030	1	1.0	1.0	4.2391732018211454e-19	1.0	2.9058632043443616e-15
Taphrina_deformans	0	0.0	1.0	1.0	8.607388135573046e-10	1.6123417267976947e-08
Ophiostoma_piceae	1	1.0	1.0	1.1159424028432544e-15	1.0	3.006309095671845e-20
Pleurotus_tuberregium	0	0.0	1.0	1.0	5.253386847196714e-18	7.072277485864475e-11
Magnaporthe_sp._MG05	1	1.0	1.0	4.081560393484618e-14	1.0	1.4202730822204888e-15
Melampsora_laricipopulina	0	0.0	1.0	1.0	9.339996198939123e-16	1.426761153666689e-09
Phyllosticta_citricarpa	2	2.0	1.0	2.5776328294035977e-10	1.9801902340077504e-08	1.0
Ogataea_methylivora	2	2.0	1.0	8.214054439074388e-22	2.859840084757819e-23	1.0
Jaminaea_rosea	0	0.0	1.0	1.0	1.1535077634825669e-14	2.061292976585083e-11
Alternaria_arborescens	2	2.0	1.0	1.1769292138086307e-11	3.51971814561492e-15	1.0
Candida_nivariensis	2	2.0	1.0	1.2239450063790289e-16	6.7651342021658e-21	1.0
Ascoidea_rubescens	2	2.0	1.0	1.9359441785916092e-22	2.2706966726334214e-24	1.0
Geosmithia_flava	1	1.0	1.0	1.2619673535330111e-11	1.0	1.3190551984010312e-09
Gamarada_debralockiae	1	1.0	1.0	1.76050038262765e-14	1.0	3.358358213745305e-08
Yamadazyma_scolyti	2	2.0	1.0	3.1002049002433652e-18	2.217300149031876e-17	1.0
Escovopsis_sp._Ae724	1	1.0	1.0	2.125108984695773e-21	1.0	2.7753337331065794e-15
Apiotrichum_laibachii	0	0.0	1.0	1.0	6.497063629283539e-13	3.5986920036060036e-16
Saccharomyces_cerevisiae	2	2.0	1.0	3.5128269650769317e-13	4.8503244175429833e-20	1.0
Chrysoporthe_austroafricana	1	1.0	1.0	7.546952386961489e-17	1.0	1.5919795863517106e-13
Uromyces_viciaefabae	0	0.0	1.0	1.0	1.1673100708772477e-21	4.410857457060047e-09
Kazachstania_viticola	2	2.0	1.0	1.6177406365457808e-13	3.393153847361472e-15	1.0
Anthracocystis_flocculosa	0	0.0	1.0	1.0	5.5593464054481956e-08	2.0639914041999716e-19
Wickerhamomyces_canadensis	2	2.0	1.0	2.3348940241633685e-20	2.6992626542456367e-27	1.0
Basidiobolus_heterosporus	0	0.0	1.0	1.0	5.918615997302368e-08	8.22353782292673e-11
Claviceps_purpurea	1	1.0	1.0	1.915364915283657e-11	1.0	3.9998765410942383e-10
Piromyces_sp._E2	0	0.0	1.0	1.0	1.9534710507407644e-25	2.3770759582930623e-08
Peterozyma_toletana	2	2.0	1.0	2.8244151808987314e-19	1.4037634658001344e-23	1.0
Endoconidiophora_polonica	1	1.0	1.0	1.8279631422748864e-16	1.0	2.1748871592564e-09
Malassezia_sp.	0	0.0	1.0	1.0	5.5651459820719685e-28	1.6384080594653346e-22
Mucor_irregularis	0	0.0	1.0	1.0	2.7042674570737068e-15	7.896063157161216e-15
Pseudonectria_foliicola	1	1.0	1.0	9.988188730964512e-22	1.0	2.748081806905473e-21
Penicillium_chrysogenum	2	2.0	1.0	2.2629355258142053e-13	6.786829431781882e-11	1.0
Trichoderma_reesei	1	1.0	1.0	8.454703526405768e-24	1.0	9.728863771909694e-22
Penicillium_expansum	2	2.0	1.0	7.785625477652047e-10	3.2014822650555663e-12	1.0
Hygrophorus_pudorinus	0	0.0	1.0	1.0	2.5424575686370806e-17	1.2681956010243255e-14
Wickerhamomyces_hampshirensis	2	2.0	1.0	6.786549734387622e-17	1.091378182403665e-21	1.0
Epichloe_sp._AL9924	1	1.0	1.0	6.84543294969266e-27	1.0	3.0641900250594775e-19
Microdochium_bolleyi	1	1.0	1.0	5.471297620319234e-16	1.0	2.687302420520399e-13
Cordyceps_brongniartii	1	1.0	1.0	3.3826303761992337e-17	1.0	2.3046900827117418e-14
Colletotrichum_gloeosporioides	1	1.0	1.0	1.634357631059372e-21	1.0	3.065044398842254e-11
Piloderma_croceum	0	0.0	1.0	1.0	1.3603261888510496e-14	2.2314509181414754e-12
Curvularia_papendorfii	2	2.0	1.0	8.977986539968064e-13	3.6607972512744946e-13	1.0
Fusarium_commune	1	1.0	1.0	9.322148693616689e-19	1.0	1.2181571127246188e-13
Nannizzia_gypsea	2	2.0	1.0	3.8253096467690323e-17	3.8957895243108e-10	1.0
Scedosporium_dehoogii	1	1.0	1.0	2.0617114462775917e-17	1.0	7.412386676675098e-12
Lyophyllum_shimeji	0	0.0	1.0	1.0	7.144921950424919e-19	1.4811137039050237e-10
Diplodia_seriata	2	2.0	1.0	2.755624062267259e-10	1.1779673070311247e-10	1.0
Hymenoscyphus_infarciens	1	1.0	1.0	2.5060791589007563e-24	1.0	1.3952515358350848e-11
Herpotrichiellaceae_sp._UM238	2	2.0	1.0	2.1216691598047177e-11	4.1328959698994083e-10	1.0
Metschnikowia_matae_var._maris	2	2.0	1.0	1.0454055276756921e-19	3.361451439609157e-28	1.0
Suillus_luteus	0	0.0	1.0	1.0	1.1742017818884893e-20	8.145938215414414e-14
Fusarium_nygamai	1	1.0	1.0	2.2466645231101102e-18	1.0	1.715571586700937e-13
Moesziomyces_sp._F5C1	0	0.0	1.0	1.0	9.638761341492799e-23	1.5703299980847124e-16
Tortispora_caseinolytica	2	2.0	1.0	1.1207204098195975e-15	6.535946022465343e-27	1.0
Fibularhizoctonia_sp._CBS_109695	0	0.0	1.0	1.0	3.348939971594439e-17	3.965009570672251e-11
Neofusicoccum_parvum	2	2.0	1.0	9.084063362641004e-12	4.138224051625228e-12	1.0
Penicillium_capsulatum	2	2.0	1.0	9.464718505464154e-13	6.030603239004506e-10	1.0
Diaporthe_helianthi	1	1.0	1.0	5.0758611235947344e-23	1.0	8.847789588454385e-16
Erysiphe_pisi	1	1.0	1.0	1.2588474707087016e-10	1.0	4.3326777721119925e-09
Umbilicaria_pustulata	2	2.0	1.0	1.7384218509164384e-09	4.071443182596113e-11	1.0
Verticillium_klebahnii	1	1.0	1.0	1.1522877395769892e-17	1.0	1.603692984750724e-15
Tortispora_ganteri	2	2.0	1.0	5.339122156541865e-13	1.3017161666652547e-22	1.0
Rhizopogon_vesiculosus	0	0.0	1.0	1.0	6.020708405475371e-21	3.785208637415577e-14
Lanzia_echinophila	1	1.0	1.0	2.4738299950199938e-11	1.0	2.9581775397302668e-12
Microbotryum_silenesacaulis	0	0.0	1.0	1.0	1.58914084167529e-27	9.100089990225297e-19
Termitomyces_eurrhizus	0	0.0	1.0	1.0	1.3294720767171138e-16	8.931043398048826e-15
Candida_incommunis	2	2.0	1.0	1.6394879898129489e-09	5.222449534457441e-13	1.0
Saturnispora_saitoi	2	2.0	1.0	3.745296099055381e-20	3.843561441830096e-26	1.0
Zymoseptoria_ardabiliae	2	2.0	1.0	4.122954455004416e-20	5.778760903581095e-21	1.0
